id_registro,fondo_id,originador,tipo_activo_subyacente,fecha_constitucion_fondo,monto_total_emitido_usd,codigo_valor,serie,monto_tramo_usd,saldo_vigente_usd,tasa_cupon_pct,plazo_meses,periodicidad_pago,clasificadora,clasificacion_riesgo,fecha_pago,monto_interes_usd,monto_capital_usd,estado_pago,dias_mora
PAG-0484,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-06-27,70470.8,342627.72,Pagado con retraso,5
PAG-0485,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-07-27,71853.89,273866.13,Pagado,0
PAG-0486,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-08-26,61125.62,329918.23,Pagado,0
PAG-0487,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-09-25,67460.89,324850.74,Pagado,0
PAG-0488,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-10-25,64782.18,260229.14,Pagado,0
PAG-0489,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-11-24,65329.57,355603.63,Pagado con retraso,1
PAG-0490,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2022-12-24,63953.31,384438.84,Pagado,0
PAG-0491,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-01-23,72069.54,283018.17,Pagado con retraso,12
PAG-0492,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-02-22,69358.09,289045.49,Pagado,0
PAG-0493,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-03-24,,,Pendiente,0
PAG-0494,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-04-23,63193.49,283406.8,Pagado con retraso,12
PAG-0495,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-05-23,73758.77,343756.19,Pagado,0
PAG-0496,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-06-22,,,Pendiente,0
PAG-0497,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-07-22,67757.12,405713.19,Pagado,0
PAG-0498,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-08-21,67509.95,318759.45,Pagado,0
PAG-0499,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-09-20,67230.54,347590.76,Pagado,0
PAG-0500,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-10-20,73513.96,341786.2,Pagado con retraso,15
PAG-0501,FT-014,Caja de Crédito de Sonsonate,Cartera de créditos,2020-03-09,13458818.04,VTRTFT014A,A,14970859.53,13874202.05,5.8,120,Mensual,Zumma Ratings,AAA.sv,2023-11-19,63077.07,309079.74,Pagado,0
PAG-0502,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2020-11-10,33996.98,502282.85,Pagado,0
PAG-0503,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2021-02-09,32027.33,460892.65,Pagado con retraso,5
PAG-0504,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2021-05-11,29486.47,393980.21,Pagado,0
PAG-0505,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2021-08-10,33802.27,438586.34,Pagado,0
PAG-0506,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2021-11-09,32860.99,374883.56,Pagado con retraso,12
PAG-0507,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2022-02-08,32587.49,436294.41,Pagado,0
PAG-0508,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2022-05-10,33558.97,351700.42,Pagado con retraso,8
PAG-0509,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2022-08-09,29686.98,541275.17,En mora,8
PAG-0510,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2022-11-08,31841.21,528034.13,Pagado,0
PAG-0511,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2023-02-07,33704.87,319911.17,Pagado,0
PAG-0512,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2023-05-09,29391.91,473179.03,Pagado,0
PAG-0513,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2023-08-08,29477.71,364719.77,Pagado,0
PAG-0514,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015A,A,5704013.05,5355963.49,7.1,36,Trimestral,Pacific Credit Rating,AAA.sv,2023-11-07,,,Pendiente,0
PAG-0515,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2021-02-09,14290.75,181562.22,Pagado,0
PAG-0516,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2021-08-10,13286.05,156907.89,Pagado,0
PAG-0517,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2022-02-08,13787.63,169277.49,Pagado,0
PAG-0518,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2022-08-09,13206.85,185397.88,Pagado,0
PAG-0519,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2023-02-07,,,Pendiente,0
PAG-0520,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2023-08-08,13265.38,139967.3,Pagado,0
PAG-0521,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2024-02-06,12547.34,151250.34,Pagado con retraso,2
PAG-0522,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2024-08-06,12865.83,156379.79,Pagado,0
PAG-0523,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2025-02-04,14495.32,138464.69,Pagado,0
PAG-0524,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2025-08-05,,,Pendiente,0
PAG-0525,FT-015,Banco Azteca El Salvador,Flujos de remesas,2020-06-12,12479733.3,VTRTFT015B,B,5800336.17,1833472.45,8.64,96,Semestral,Pacific Credit Rating,N-2,2026-02-03,13886.36,125303.88,Pagado,0
PAG-0526,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016A,A,16849529.49,4088701.52,6.75,36,Anual,"MOODY'S, S.A. DE C.V.",AA.sv,2022-08-29,23241.36,950921.3,Pagado,0
PAG-0527,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016A,A,16849529.49,4088701.52,6.75,36,Anual,"MOODY'S, S.A. DE C.V.",AA.sv,2023-08-29,21487.38,1296007.53,Pagado,0
PAG-0528,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016A,A,16849529.49,4088701.52,6.75,36,Anual,"MOODY'S, S.A. DE C.V.",AA.sv,2024-08-28,,,Pendiente,0
PAG-0529,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016A,A,16849529.49,4088701.52,6.75,36,Anual,"MOODY'S, S.A. DE C.V.",AA.sv,2025-08-28,21137.7,1318016.22,Pagado,0
PAG-0530,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2021-09-28,,,Pendiente,0
PAG-0531,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2021-10-28,72265.15,1089164.96,Pagado,0
PAG-0532,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2021-11-27,78802.27,1854713.22,Pagado,0
PAG-0533,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2021-12-27,65836.77,1881155.91,Pagado,0
PAG-0534,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-01-26,79323.46,1574370.69,Pagado con retraso,12
PAG-0535,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-02-25,77281.84,1881253.39,Pagado,0
PAG-0536,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-03-27,73549.93,1556110.47,Pagado con retraso,11
PAG-0537,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-04-26,78380.21,1345171.82,Pagado con retraso,3
PAG-0538,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-05-26,76840.25,1666186.63,Pagado,0
PAG-0539,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-06-25,76186.05,1357856.59,Pagado,0
PAG-0540,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-07-25,68730.6,1115609.06,Pagado,0
PAG-0541,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-08-24,74274.79,1582066.62,En mora,25
PAG-0542,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016B,B,19451052.65,9780605.16,8.91,36,Mensual,"MOODY'S, S.A. DE C.V.",AA-.sv,2022-09-23,65789.18,1292741.22,En mora,36
PAG-0543,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2021-09-28,69309.01,527340.39,Pagado,0
PAG-0544,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2021-10-28,68687.47,537409.84,Pagado,0
PAG-0545,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2021-11-27,77283.84,448330.53,Pagado,0
PAG-0546,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2021-12-27,67042.29,439926.15,Pagado,0
PAG-0547,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-01-26,77455.69,405061.99,Pagado,0
PAG-0548,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-02-25,,,Pendiente,0
PAG-0549,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-03-27,72484.08,591217.43,Pagado,0
PAG-0550,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-04-26,67244.44,489911.73,Pagado,0
PAG-0551,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-05-26,73476.55,389427.97,Pagado,0
PAG-0552,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-06-25,74088.99,540798.11,Pagado con retraso,14
PAG-0553,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-07-25,71611.91,447247.42,Pagado,0
PAG-0554,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-08-24,,,Pendiente,0
PAG-0555,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-09-23,80303.65,533142.96,Pagado,0
PAG-0556,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-10-23,71545.86,400328.35,Pagado,0
PAG-0557,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-11-22,73193.39,377154.22,Pagado,0
PAG-0558,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2022-12-22,72137.64,506241.18,Pagado,0
PAG-0559,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-01-21,69654.39,433369.45,Pagado,0
PAG-0560,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-02-20,74669.28,417717.68,Pagado,0
PAG-0561,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-03-22,70430.7,648706.48,Pagado,0
PAG-0562,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-04-21,75056.06,604320.4,Pagado,0
PAG-0563,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-05-21,,,Pendiente,0
PAG-0564,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-06-20,80245.78,399495.63,Pagado,0
PAG-0565,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-07-20,79850.77,419343.9,Pagado,0
PAG-0566,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-08-19,80104.31,654809.27,Pagado,0
PAG-0567,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-09-18,76152.04,508319.01,Pagado,0
PAG-0568,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-10-18,69518.43,473069.44,Pagado con retraso,7
PAG-0569,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-11-17,71315.47,643568.23,Pagado,0
PAG-0570,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2023-12-17,80583.51,412927.56,Pagado con retraso,1
PAG-0571,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-01-16,79934.71,499308.19,Pagado con retraso,8
PAG-0572,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-02-15,77657.91,612662.81,Pagado,0
PAG-0573,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-03-16,78392.35,601551.13,Pagado,0
PAG-0574,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-04-15,68004.97,450616.01,Pagado,0
PAG-0575,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-05-15,68224.33,487504.08,Pagado,0
PAG-0576,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-06-14,72547.56,541107.6,Pagado,0
PAG-0577,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-07-14,,,Pendiente,0
PAG-0578,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-08-13,72096.57,369027.5,En mora,49
PAG-0579,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-09-12,79091.78,522393.65,Pagado,0
PAG-0580,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-10-12,67210.5,593550.25,Pagado,0
PAG-0581,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-11-11,71168.78,556153.49,Pagado,0
PAG-0582,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2024-12-11,80383.32,565497.62,Pagado,0
PAG-0583,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2025-01-10,76998.22,653886.75,Pagado,0
PAG-0584,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2025-02-09,66119.39,437094.68,Pagado,0
PAG-0585,FT-016,Hotel Decameron,Flujos de remesas,2021-06-30,58216433.8,VTRTFT016C,C,21976293.1,11305015.83,7.78,120,Mensual,"MOODY'S, S.A. DE C.V.",AA+.sv,2025-03-11,73569.74,535767.19,Pagado,0
PAG-0586,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2019-02-02,104277.1,1073905.77,Pagado con retraso,10
PAG-0587,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2020-02-02,109435.5,908187.93,En mora,35
PAG-0588,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2021-02-01,97082.6,1091030.66,En mora,12
PAG-0589,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2022-02-01,112405.83,1307614.61,Pagado,0
PAG-0590,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2023-02-01,102111.52,1344922.98,Pagado,0
PAG-0591,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2024-02-01,102221.86,871567.13,Pagado con retraso,8
PAG-0592,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2025-01-31,101602.18,1011262.39,Pagado con retraso,2
PAG-0593,FT-017,Inmobiliaria Santa Elena,Flujos de peaje/publicidad exterior,2017-12-04,32798614.79,VTRTFT017A,A,34468647.85,18713664.16,6.76,84,Anual,Zumma Ratings,A+.sv,2026-01-31,95354.46,1040777.11,Pagado,0
